Startup_Name,Industry,Business_Model,Target_Market_Size,Budget_INR,Employees_Count,Founder_Experience_Years,Project_Description,Success_Probability,Success_Status,Financial_Risk,Market_Risk,Technical_Risk,Business_Risk,Regulatory_Risk,Overall_Risk_Score
NeonIgnite654,Energy,Direct Sales,Medium,1476381,46,14,A technology-driven Direct Sales platform focused on medium energy operations.,95,1,30.408335,31.479461,33.909793,33.625817,34.978288,10
SolarWorks3398,E-commerce,SaaS,Large,2695332,424,20,An AI-powered SaaS e-commerce solution for large organizations.,95,1,28.031048,36.0057,39.068628,32.434596,40.020327,10
VortexEdge544,Technology,SaaS,Medium,1012006,67,13,An AI-powered SaaS technology solution for medium organizations.,95,1,31.04418,29.368509,38.01667,33.786495,33.456547,10
EchoRise658,E-commerce,Marketplace,Medium,880746,95,15,A modern e-commerce venture delivering solutions for medium buyers and sellers.,95,1,25.333471,34.118739,40.77955,29.11045,39.649253,10
OrionIgnite7839,SaaS,Direct Sales,Large,1169943,77,13,An AI-powered Direct Sales software solution for large business customers.,95,1,25.252078,34.721923,34.547189,34.967734,38.466997,10
FusionHub4340,Agriculture,B2C,Small,88260,3,4,A technology-driven B2C platform focused on small agriculture operations.,65,1,46.003428,47.64192,39.89739,41.946925,37.959831,40
AeroCore457,Energy,SaaS,Small,438692,37,3,A modern energy venture delivering solutions for small organizations.,95,1,30.437513,31.537763,38.951267,36.530244,36.980352,10
VertexWorks6963,Energy,SaaS,Large,1569147,451,17,A scalable energy solution targeting large organizations.,95,1,27.158006,29.884048,36.622329,29.894236,40.125018,10
AstraSystems827,Manufacturing,Marketplace,Large,504622,40,13,A technology-driven Marketplace platform focused on large manufacturing operations.,95,1,30.326425,37.734016,40.807161,34.235989,34.081325,10
FusionDynamo2765,Healthcare,SaaS,Medium,1603837,41,5,A modern healthcare venture delivering solutions for medium organizations.,95,1,25.466737,30.483704,40.25009,33.168252,35.149838,10
NeonSphere8066,Technology,SaaS,Large,9374809,96,14,A SaaS technology platform serving large organizations.,95,1,25.616342,36.057978,39.037858,33.808923,32.416989,10
MeteorPath437,Food & Beverage,Other,Small,67447,2,3,A technology-driven Other platform focused on small food and beverage operations.,59,1,42.711055,50.092367,48.239874,44.403403,40.405896,46
AeroWave202,Other,Freemium,Small,99547,2,4,A modern digital services venture delivering solutions for small users.,59,1,49.831304,43.766304,45.303767,50.4167,45.201403,46
FusionPath1756,Healthcare,Direct Sales,Medium,1752183,37,14,A digital healthcare platform using a Direct Sales model for medium business customers.,95,1,29.395504,30.781287,38.986986,34.438056,35.40011,10
PulseCore6172,Real Estate,Other,Medium,30688,2,1,A Other real estate platform serving medium customers.,47,0,50.731373,49.792655,52.374629,50.51192,49.725723,58
PrimeWave303,Finance,Freemium,Medium,216175,32,3,A modern financial venture delivering solutions for medium users.,81,1,36.381451,34.803885,40.036582,33.669551,41.137606,24
AstraVision143,SaaS,Marketplace,Large,1836445,92,8,A technology-driven Marketplace platform focused on large software operations.,95,1,23.213207,29.868321,36.853443,35.183042,36.144666,10
ZenithLogic9389,Manufacturing,Direct Sales,Medium,1652795,10,13,A scalable manufacturing solution targeting medium business customers.,94,1,31.783625,38.125924,41.269705,32.542824,37.308836,11
MeteorGrid4075,Other,Advertising,Small,57085,2,4,A technology-driven Advertising platform focused on small digital services operations.,58,1,47.056977,49.146869,44.427691,47.397197,45.082575,47
RaptorForge554,Technology,B2B,Large,1192842,35,11,A B2B technology platform serving large businesses.,95,1,26.634472,37.647972,35.429922,32.85457,36.780988,10
LunarGrid1498,Real Estate,Other,Small,24364,2,1,A modern real estate venture delivering solutions for small customers.,47,0,52.668696,49.078515,43.691768,46.945283,47.902621,58
CyberSystems5444,E-commerce,SaaS,Large,5075298,164,25,A SaaS e-commerce platform serving large organizations.,95,1,23.401757,30.266212,34.696126,30.389376,34.668365,10
CosmicCascade100,Retail,C2C,Medium,28633,2,0,A C2C retail platform serving medium individual users.,47,0,50.655226,45.68111,44.082568,53.521157,42.23655,58
Aero Ignite,Healthcare,Subscription,Large,6513982,142,24,A Subscription healthcare platform serving large subscribers.,95,1,31.321639,29.749379,36.680695,35.996531,34.436692,10
StellarVision113,Energy,Freemium,Medium,351253,27,7,A technology-driven Freemium platform focused on medium energy operations.,91,1,32.917731,31.549734,36.995639,30.4289,40.357973,14
SolarLink9839,Real Estate,B2G,Medium,421212,30,10,A digital real estate platform using a B2G model for medium government organizations.,86,1,31.586766,37.895374,40.051591,35.957969,40.805197,19
AstraTech1462,Entertainment,B2G,Medium,246878,40,7,A modern entertainment venture delivering solutions for medium government organizations.,90,1,28.236229,35.992845,42.090371,36.638076,39.236275,15
EchoSphere7818,Transportation,Other,Medium,34357,5,2,A Other transportation platform serving medium customers.,59,1,42.062329,41.059842,43.680992,43.915437,43.818664,46
Hyper Byte,Food & Beverage,Direct Sales,Medium,191490,15,4,An AI-powered Direct Sales food and beverage solution for medium business customers.,74,1,39.022145,41.552353,43.368176,36.257371,39.646996,31
StellarIgnite2883,Manufacturing,Direct Sales,Large,590486,19,15,A scalable manufacturing solution targeting large business customers.,94,1,32.468313,34.020136,37.928926,34.626181,38.603434,11
VertexFlow177,Energy,SaaS,Medium,1790397,82,6,A digital energy platform using a SaaS model for medium organizations.,95,1,31.481374,36.32461,33.251121,27.363072,39.125243,10
HyperNest534,Other,Advertising,Small,87058,2,2,A digital digital services platform using a Advertising model for small audiences.,58,1,45.650283,46.829799,45.857475,51.587266,47.067011,47
NovaForge714,SaaS,B2B,Large,683118,33,7,A B2B software platform serving large businesses.,95,1,28.748459,30.405996,37.409477,36.415728,32.399004,10
SilverDrive6331,Healthcare,B2B,Large,9889173,66,12,A digital healthcare platform using a B2B model for large businesses.,95,1,28.732052,37.507703,31.720721,30.94704,34.187123,10
OrionCascade683,E-commerce,Subscription,Medium,874788,37,11,A Subscription e-commerce platform serving medium subscribers.,95,1,25.691702,28.994992,38.492586,30.396662,32.419542,10
RubyDynamo6230,Healthcare,Other,Medium,461085,11,6,A digital healthcare platform using a Other model for medium customers.,85,1,37.424998,39.278391,36.850164,32.557713,42.078048,20
RaptorFlow1823,Retail,C2C,Small,35352,1,0,An AI-powered C2C retail solution for small individual users.,47,0,54.534858,48.325439,51.645226,53.490906,40.827669,58
SolarSystems7702,Healthcare,SaaS,Large,4378077,396,18,A digital healthcare platform using a SaaS model for large organizations.,95,1,28.947323,36.364597,37.82274,32.992353,36.519953,10
AtlasIgnite396,SaaS,Freemium,Large,423134,10,10,A technology-driven Freemium platform focused on large software operations.,91,1,26.607486,35.968696,34.831006,31.083024,34.122244,14
FusionCore3686,Finance,B2B,Small,90749,36,5,A modern financial venture delivering solutions for small businesses.,75,1,37.188887,39.611971,43.205833,39.008644,39.935829,30
FusionNest6311,Energy,Subscription,Large,274302,61,5,A scalable energy solution targeting large subscribers.,95,1,25.058215,35.979275,31.765298,28.228252,35.01168,10
MeteorWave3157,Retail,Advertising,Medium,47713,4,1,A digital retail platform using a Advertising model for medium audiences.,53,1,46.992993,47.442292,42.479359,47.744806,47.258159,52
PixelCascade91,E-commerce,Direct Sales,Medium,1487748,98,7,A Direct Sales e-commerce platform serving medium business customers.,95,1,27.696387,29.15411,34.629167,32.57347,34.713201,10
QuantumScale486,Finance,Other,Small,17157,2,0,A modern financial venture delivering solutions for small customers.,48,0,48.329211,46.703326,44.489874,50.252188,40.497046,57
CrimsonPulse917,Energy,Marketplace,Large,1064293,10,10,A modern energy venture delivering solutions for large buyers and sellers.,93,1,31.428529,31.963496,41.106421,28.459363,40.190413,12
EchoCascade5519,Technology,B2B,Large,6463217,446,11,A modern technology venture delivering solutions for large businesses.,95,1,23.214743,35.940527,37.363796,33.6278,34.539452,10
PrimeScale323,SaaS,Subscription,Large,2036266,168,18,A scalable software solution targeting large subscribers.,95,1,22.792497,33.757452,35.542112,30.23239,34.642224,10
VectorVision9174,SaaS,SaaS,Large,2245272,446,16,A digital software platform using a SaaS model for large organizations.,95,1,31.011671,29.927799,39.65872,27.644183,38.363701,10
CobaltSync4382,Energy,SaaS,Large,5729531,181,15,A SaaS energy platform serving large organizations.,95,1,26.184646,29.894494,33.834194,32.904816,38.928095,10
CyberPath213,Retail,Advertising,Medium,51955,1,0,A Advertising retail platform serving medium audiences.,53,1,50.376864,46.375007,49.560752,45.977536,46.830692,52
PrimeCore5266,Energy,SaaS,Large,5573234,431,24,A modern energy venture delivering solutions for large organizations.,95,1,28.329773,37.5364,38.800813,33.419869,33.702684,10
RubySync633,SaaS,Subscription,Large,2572449,253,14,A modern software venture delivering solutions for large subscribers.,95,1,24.636057,29.039992,34.180125,30.19323,39.219946,10
PixelVision326,Transportation,B2C,Small,413616,13,8,A technology-driven B2C platform focused on small transportation operations.,81,1,30.191531,33.741074,39.128308,37.863693,36.902563,24
SpectraLink3611,Real Estate,Direct Sales,Medium,316522,28,6,An AI-powered Direct Sales real estate solution for medium business customers.,87,1,26.645077,35.600064,40.644338,35.980135,33.038814,18
AeroTech1838,Agriculture,C2C,Small,30825,1,0,A C2C agriculture platform serving small individual users.,49,0,45.757307,53.100429,52.315839,45.516382,46.840047,56
AeroLabs747,Agriculture,B2C,Large,486574,45,9,A B2C agriculture platform serving large consumers.,85,1,32.760444,38.956449,35.999652,32.429226,40.818716,20
QuantumTech439,Energy,B2B,Large,1621679,73,14,A modern energy venture delivering solutions for large businesses.,95,1,27.160735,30.725622,35.305497,28.639418,40.375686,10
PulseShift1956,Agriculture,B2B,Small,126061,6,4,A modern agriculture venture delivering solutions for small businesses.,75,1,38.011101,39.841357,43.2156,35.481522,36.362216,30
AeroHub6680,Technology,Direct Sales,Medium,145533,42,7,A scalable technology solution targeting medium business customers.,88,1,35.196334,35.313577,42.784695,34.826983,36.826335,17
VortexX911,Healthcare,B2B,Medium,138632,18,10,A scalable healthcare solution targeting medium businesses.,87,1,28.580792,35.937368,36.966608,31.60216,32.975365,18
Terra Logic,Real Estate,C2C,Small,23394,2,1,A technology-driven C2C platform focused on small real estate operations.,48,0,53.463838,44.421579,43.491423,51.806246,44.655571,57
EchoLabs45,SaaS,B2B,Large,3556204,315,11,An AI-powered B2B software solution for large businesses.,95,1,30.639401,34.248974,32.349724,32.427271,38.870104,10
ZenithShift461,Finance,Advertising,Small,78057,1,3,A modern financial venture delivering solutions for small audiences.,60,1,46.815625,46.501656,49.452263,47.14448,40.615359,45
RaptorX3521,Other,Other,Small,49587,2,1,An AI-powered Other digital services solution for small customers.,46,0,47.200377,49.047636,48.057742,47.284136,47.78646,59
SolarSystems3261,Other,C2C,Medium,35640,2,1,An AI-powered C2C digital services solution for medium individual users.,47,0,50.327595,48.76685,43.822916,47.558579,45.640413,58
QuantumHub489,Healthcare,B2B,Large,4626398,231,15,A technology-driven B2B platform focused on large healthcare operations.,95,1,24.239645,37.364039,34.677932,34.703518,37.577706,10
CobaltPulse832,Energy,SaaS,Large,6421794,219,19,A modern energy venture delivering solutions for large organizations.,95,1,23.817526,34.024376,37.236489,35.488835,36.092432,10
VortexForge7378,Finance,Advertising,Small,34120,1,0,A Advertising financial platform serving small audiences.,50,1,47.871726,48.675921,50.862428,46.505702,43.671801,55
MeteorTech301,Food & Beverage,Other,Small,84642,7,4,An AI-powered Other food and beverage solution for small customers.,64,1,43.311378,44.193332,48.586093,48.912144,41.120424,41
ZenithWave298,Food & Beverage,B2G,Medium,80978,37,9,A technology-driven B2G platform focused on medium food and beverage operations.,78,1,39.067762,34.635135,40.995427,35.643407,34.733839,27
RaptorScale6564,Other,Other,Medium,91015,5,3,A technology-driven Other platform focused on medium digital services operations.,61,1,48.678949,49.32632,49.418772,49.219654,39.515185,44
SolarX698,Technology,Subscription,Medium,1911405,52,5,A digital technology platform using a Subscription model for medium subscribers.,95,1,23.718201,29.027349,36.16552,36.571533,39.957904,10
FusionX219,Retail,C2C,Medium,35116,1,0,A scalable retail solution targeting medium individual users.,47,0,53.590609,52.943325,52.598434,54.042951,50.042007,58
PulsePath715,Real Estate,B2B,Small,345921,32,2,A modern real estate venture delivering solutions for small businesses.,84,1,37.452133,35.99178,34.431319,33.763596,42.785363,21
AtlasWorks3115,Food & Beverage,Franchise,Medium,440453,39,9,An AI-powered Franchise food and beverage solution for medium franchise operators.,87,1,29.028412,32.990521,39.701945,31.07863,41.373423,18
RubySphere9217,Finance,C2C,Small,225892,15,3,A scalable financial solution targeting small individual users.,74,1,36.021977,44.003846,41.297706,40.268621,40.55014,31
AeroDrive865,Real Estate,Subscription,Medium,343576,17,6,An AI-powered Subscription real estate solution for medium subscribers.,86,1,31.458199,31.390727,41.785235,37.207707,35.181294,19
CyberLabs1325,Agriculture,B2C,Medium,85096,4,3,A modern agriculture venture delivering solutions for medium consumers.,65,1,42.081999,46.385836,48.601922,42.718467,43.426404,40
HyperRise260,Food & Beverage,Freemium,Small,38709,4,2,A Freemium food and beverage platform serving small users.,62,1,46.089993,40.404872,42.329186,49.404396,42.051955,43
CyberScale519,Finance,Advertising,Medium,33363,2,1,A modern financial venture delivering solutions for medium audiences.,50,1,47.635211,49.048083,44.8751,52.993904,49.247855,55
LunarLink8692,Real Estate,C2C,Medium,23726,2,0,A digital real estate platform using a C2C model for medium individual users.,48,0,52.541665,50.568048,46.336664,50.905292,48.593327,57
RubyRise271,Healthcare,Subscription,Large,2111329,430,18,A digital healthcare platform using a Subscription model for large subscribers.,95,1,28.036358,29.333594,36.645894,27.867555,34.502848,10
